ANO,UF,Codmun7,Município,THEIL
2010,31,3147501,Passabém,0.3
2010,31,3147600,Passa Quatro,0.41
2010,31,3147709,Passa Tempo,0.42
2010,31,3147808,Passa-Vinte,0.36
2010,31,3147907,Passos,0.42
2010,31,3147956,Patis,0.41
2010,31,3148004,Patos de Minas,0.44
2010,31,3148103,Patrocínio,0.42
2010,31,3148202,Patrocínio do Muriaé,0.41
2010,31,3148301,Paula Cândido,0.4
2010,31,3148400,Paulistas,0.5
2010,31,3148509,Pavão,0.52
2010,31,3148608,Peçanha,0.5
2010,31,3148707,Pedra Azul,0.51
2010,31,3148756,Pedra Bonita,0.46
2010,31,3148806,Pedra do Anta,0.57
2010,31,3148905,Pedra do Indaiá,0.29
2010,31,3149002,Pedra Dourada,0.53
2010,31,3149101,Pedralva,0.54
2010,31,3149150,Pedras de Maria da Cruz,0.39
2010,31,3149200,Pedrinópolis,0.41
2010,31,3149309,Pedro Leopoldo,0.4
2010,31,3149408,Pedro Teixeira,0.3
2010,31,3149507,Pequeri,0.33
2010,31,3149606,Pequi,0.31
2010,31,3149705,Perdigão,0.2
2010,31,3149804,Perdizes,0.53
2010,31,3149903,Perdões,0.46
2010,31,3149952,Periquito,0.36
2010,31,3150000,Pescador,0.47
2010,31,3150109,Piau,0.32
2010,31,3150158,Piedade de Caratinga,0.39
2010,31,3150208,Piedade de Ponte Nova,0.26
2010,31,3150307,Piedade do Rio Grande,0.39
2010,31,3150406,Piedade dos Gerais,0.41
2010,31,3150505,Pimenta,0.35
2010,31,3150539,Pingo-d'Água,0.35
2010,31,3150570,Pintópolis,0.61
2010,31,3150604,Piracema,0.32
2010,31,3150703,Pirajuba,0.52
2010,31,3150802,Piranga,0.48
2010,31,3150901,Piranguçu,0.37
2010,31,3151008,Piranguinho,0.32
2010,31,3151107,Pirapetinga,0.37
2010,31,3151206,Pirapora,0.54
2010,31,3151305,Piraúba,0.23
2010,31,3151404,Pitangui,0.39
2010,31,3151503,Piumhi,0.39
2010,31,3151602,Planura,0.33
2010,31,3151701,Poço Fundo,0.33
2010,31,3151800,Poços de Caldas,0.43
2010,31,3151909,Pocrane,0.37
2010,31,3152006,Pompéu,0.48
2010,31,3152105,Ponte Nova,0.47
2010,31,3152131,Ponto Chique,0.4
2010,31,3152170,Ponto dos Volantes,0.56
2010,31,3152204,Porteirinha,0.47
2010,31,3152303,Porto Firme,0.39
2010,31,3152402,Poté,0.42
2010,31,3152501,Pouso Alegre,0.42
2010,31,3152600,Pouso Alto,0.73
2010,31,3152709,Prados,0.39
2010,31,3152808,Prata,0.44
2010,31,3152907,Pratápolis,0.33
2010,31,3153004,Pratinha,0.46
2010,31,3153103,Presidente Bernardes,0.4
2010,31,3153202,Presidente Juscelino,0.31
2010,31,3153301,Presidente Kubitschek,0.31
2010,31,3153400,Presidente Olegário,0.37
2010,31,3153509,Alto Jequitibá,0.46
2010,31,3153608,Prudente de Morais,0.32
2010,31,3153707,Quartel Geral,0.37
2010,31,3153806,Queluzito,0.38
2010,31,3153905,Raposos,0.5
2010,31,3154002,Raul Soares,0.47
2010,31,3154101,Recreio,0.39
2010,31,3154150,Reduto,0.49
2010,31,3154200,Resende Costa,0.41
2010,31,3154309,Resplendor,0.49
2010,31,3154408,Ressaquinha,0.3
2010,31,3154457,Riachinho,0.42
2010,31,3154507,Riacho dos Machados,0.34
2010,31,3154606,Ribeirão das Neves,0.28
2010,31,3154705,Ribeirão Vermelho,0.33
2010,31,3154804,Rio Acima,0.39
2010,31,3154903,Rio Casca,0.39
2010,31,3155009,Rio Doce,0.36
2010,31,3155108,Rio do Prado,0.45
2010,31,3155207,Rio Espera,0.43
2010,31,3155306,Rio Manso,0.33
2010,31,3155405,Rio Novo,0.4
2010,31,3155504,Rio Paranaíba,0.44
2010,31,3155603,Rio Pardo de Minas,0.52
2010,31,3155702,Rio Piracicaba,0.36
2010,31,3155801,Rio Pomba,0.39
2010,31,3155900,Rio Preto,0.47
2010,31,3156007,Rio Vermelho,0.58
2010,31,3156106,Ritápolis,0.33
2010,31,3156205,Rochedo de Minas,0.26
2010,31,3156304,Rodeiro,0.39
2010,31,3156403,Romaria,0.53
2010,31,3156452,Rosário da Limeira,0.43
2010,31,3156502,Rubelita,0.46
2010,31,3156601,Rubim,0.43
2010,31,3156700,Sabará,0.35
2010,31,3156809,Sabinópolis,0.48
2010,31,3156908,Sacramento,0.35
2010,31,3157005,Salinas,0.82
2010,31,3157104,Salto da Divisa,0.49
2010,31,3157203,Santa Bárbara,0.43
2010,31,3157252,Santa Bárbara do Leste,0.38
2010,31,3157278,Santa Bárbara do Monte Verde,0.45
2010,31,3157302,Santa Bárbara do Tugúrio,0.33
2010,31,3157336,Santa Cruz de Minas,0.28
2010,31,3157377,Santa Cruz de Salinas,0.48
2010,31,3157401,Santa Cruz do Escalvado,0.38
2010,31,3157500,Santa Efigênia de Minas,0.45
2010,31,3157609,Santa Fé de Minas,0.55
2010,31,3157658,Santa Helena de Minas,0.43
2010,31,3157708,Santa Juliana,0.32
2010,31,3157807,Santa Luzia,0.34
2010,31,3157906,Santa Margarida,0.65
2010,31,3158003,Santa Maria de Itabira,0.36
2010,31,3158102,Santa Maria do Salto,0.35
2010,31,3158201,Santa Maria do Suaçuí,0.54
2010,31,3158300,Santana da Vargem,0.28
2010,31,3158409,Santana de Cataguases,0.3
2010,31,3158508,Santana de Pirapama,0.33
2010,31,3158607,Santana do Deserto,0.35
2010,31,3158706,Santana do Garambéu,0.52
2010,31,3158805,Santana do Jacaré,0.3
2010,31,3158904,Santana do Manhuaçu,0.45
2010,31,3158953,Santana do Paraíso,0.32
2010,31,3159001,Santana do Riacho,0.43
2010,31,3159100,Santana dos Montes,0.28
2010,31,3159209,Santa Rita de Caldas,0.32
2010,31,3159308,Santa Rita de Jacutinga,0.41
2010,31,3159357,Santa Rita de Minas,0.35
2010,31,3159407,Santa Rita de Ibitipoca,0.46
2010,31,3159506,Santa Rita do Itueto,0.32
2010,31,3159605,Santa Rita do Sapucaí,0.41
2010,31,3159704,Santa Rosa da Serra,0.4
2010,31,3159803,Santa Vitória,0.38
2010,31,3159902,Santo Antônio do Amparo,0.32
2010,31,3160009,Santo Antônio do Aventureiro,0.32
2010,31,3160108,Santo Antônio do Grama,0.3
2010,31,3160207,Santo Antônio do Itambé,0.44
2010,31,3160306,Santo Antônio do Jacinto,0.52
2010,31,3160405,Santo Antônio do Monte,0.44
2010,31,3160454,Santo Antônio do Retiro,0.67
2010,31,3160504,Santo Antônio do Rio Abaixo,0.49
2010,31,3160603,Santo Hipólito,0.54
2010,31,3160702,Santos Dumont,0.44
2010,31,3160801,São Bento Abade,0.31
2010,31,3160900,São Brás do Suaçuí,0.4
2010,31,3160959,São Domingos das Dores,0.38
2010,31,3161007,São Domingos do Prata,0.44
2010,31,3161056,São Félix de Minas,0.39
2010,31,3161106,São Francisco,0.57
2010,31,3161205,São Francisco de Paula,0.26
2010,31,3161304,São Francisco de Sales,0.44
2010,31,3161403,São Francisco do Glória,0.38
2010,31,3161502,São Geraldo,0.3
2010,31,3161601,São Geraldo da Piedade,0.58
2010,31,3161650,São Geraldo do Baixio,0.43
2010,31,3161700,São Gonçalo do Abaeté,0.41
2010,31,3161809,São Gonçalo do Pará,0.28
2010,31,3161908,São Gonçalo do Rio Abaixo,0.45
2010,31,3162005,São Gonçalo do Sapucaí,0.49
2010,31,3162104,São Gotardo,0.46
2010,31,3162203,São João Batista do Glória,0.35
2010,31,3162252,São João da Lagoa,0.43
2010,31,3162302,São João da Mata,0.29
2010,31,3162401,São João da Ponte,0.45
2010,31,3162450,São João das Missões,0.52
2010,31,3162500,São João del Rei,0.47
2010,31,3162559,São João do Manhuaçu,0.61
2010,31,3162575,São João do Manteninha,0.29
2010,31,3162609,São João do Oriente,0.34
2010,31,3162658,São João do Pacuí,0.76
2010,31,3162708,São João do Paraíso,0.37
2010,31,3162807,São João Evangelista,0.51
2010,31,3162906,São João Nepomuceno,0.31
2010,31,3162922,São Joaquim de Bicas,0.35
2010,31,3162948,São José da Barra,0.43
2010,31,3162955,São José da Lapa,0.32
2010,31,3163003,São José da Safira,0.38
2010,31,3163102,São José da Varginha,0.39
2010,31,3163201,São José do Alegre,0.4
2010,31,3163300,São José do Divino,0.57
2010,31,3163409,São José do Goiabal,0.5
2010,31,3163508,São José do Jacuri,0.45
2010,31,3163607,São José do Mantimento,0.42
2010,31,3163706,São Lourenço,0.47
2010,31,3163805,São Miguel do Anta,0.35
2010,31,3163904,São Pedro da União,0.35
2010,31,3164001,São Pedro dos Ferros,0.31
2010,31,3164100,São Pedro do Suaçuí,0.43
2010,31,3164209,São Romão,0.5
2010,31,3164308,São Roque de Minas,0.36
2010,31,3164407,São Sebastião da Bela Vista,0.32
2010,31,3164431,São Sebastião da Vargem Alegre,0.31
2010,31,3164472,São Sebastião do Anta,0.36
2010,31,3164506,São Sebastião do Maranhão,0.52
2010,31,3164605,São Sebastião do Oeste,0.26
2010,31,3164704,São Sebastião do Paraíso,0.38
2010,31,3164803,São Sebastião do Rio Preto,0.47
2010,31,3164902,São Sebastião do Rio Verde,0.31
2010,31,3165008,São Tiago,0.34
2010,31,3165107,São Tomás de Aquino,0.32
2010,31,3165206,São Thomé das Letras,0.27
2010,31,3165305,São Vicente de Minas,0.49
2010,31,3165404,Sapucaí-Mirim,0.33
2010,31,3165503,Sardoá,0.46
2010,31,3165537,Sarzedo,0.36
2010,31,3165552,Setubinha,0.54
2010,31,3165560,Sem-Peixe,0.37
2010,31,3165578,Senador Amaral,0.4
2010,31,3165602,Senador Cortes,0.62
2010,31,3165701,Senador Firmino,0.33
2010,31,3165800,Senador José Bento,0.27
2010,31,3165909,Senador Modestino Gonçalves,0.35
2010,31,3166006,Senhora de Oliveira,0.38
2010,31,3166105,Senhora do Porto,0.4
2010,31,3166204,Senhora dos Remédios,0.35
2010,31,3166303,Sericita,0.36
2010,31,3166402,Seritinga,0.33
2010,31,3166501,Serra Azul de Minas,0.52
2010,31,3166600,Serra da Saudade,0.24
2010,31,3166709,Serra dos Aimorés,0.59
2010,31,3166808,Serra do Salitre,0.5
2010,31,3166907,Serrania,0.34
2010,31,3166956,Serranópolis de Minas,0.56
2010,31,3167004,Serranos,0.42
2010,31,3167103,Serro,0.79
2010,31,3167202,Sete Lagoas,0.49
2010,31,3167301,Silveirânia,0.28
2010,31,3167400,Silvianópolis,0.39
2010,31,3167509,Simão Pereira,0.43
2010,31,3167608,Simonésia,0.48
2010,31,3167707,Sobrália,0.43
2010,31,3167806,Soledade de Minas,0.37
2010,31,3167905,Tabuleiro,0.35
2010,31,3168002,Taiobeiras,0.47
2010,31,3168051,Taparuba,0.3
2010,31,3168101,Tapira,0.5
2010,31,3168200,Tapiraí,0.36
2010,31,3168309,Taquaraçu de Minas,0.39
2010,31,3168408,Tarumirim,0.39
2010,31,3168507,Teixeiras,0.55
2010,31,3168606,Teófilo Otoni,0.6
2010,31,3168705,Timóteo,0.41
2010,31,3168804,Tiradentes,0.57
2010,31,3168903,Tiros,0.48
2010,31,3169000,Tocantins,0.3
2010,31,3169059,Tocos do Moji,0.33
2010,31,3169109,Toledo,0.27
2010,31,3169208,Tombos,0.47
2010,31,3169307,Três Corações,0.56
2010,31,3169356,Três Marias,0.49
2010,31,3169406,Três Pontas,0.46
2010,31,3169505,Tumiritinga,0.36
2010,31,3169604,Tupaciguara,0.43
2010,31,3169703,Turmalina,0.47
2010,31,3169802,Turvolândia,0.43
2010,31,3169901,Ubá,0.43
2010,31,3170008,Ubaí,0.43
2010,31,3170057,Ubaporanga,0.31
2010,31,3170107,Uberaba,0.44
2010,31,3170206,Uberlândia,0.43
2010,31,3170305,Umburatiba,0.46
2010,31,3170404,Unaí,0.53
2010,31,3170438,União de Minas,0.42
2010,31,3170479,Uruana de Minas,0.5
2010,31,3170503,Urucânia,0.29
2010,31,3170529,Urucuia,0.4
2010,31,3170578,Vargem Alegre,0.45
2010,31,3170602,Vargem Bonita,0.26
2010,31,3170651,Vargem Grande do Rio Pardo,0.36
2010,31,3170701,Varginha,0.46
2010,31,3170750,Varjão de Minas,0.29
2010,31,3170800,Várzea da Palma,0.37
2010,31,3170909,Varzelândia,0.48
2010,31,3171006,Vazante,0.34
2010,31,3171030,Verdelândia,0.35
2010,31,3171071,Veredinha,0.38
2010,31,3171105,Veríssimo,0.36
2010,31,3171154,Vermelho Novo,0.51
2010,31,3171204,Vespasiano,0.31
2010,31,3171303,Viçosa,0.56
2010,31,3171402,Vieiras,0.3
2010,31,3171501,Mathias Lobato,0.55
2010,31,3171600,Virgem da Lapa,0.48
2010,31,3171709,Virgínia,0.4
2010,31,3171808,Virginópolis,0.46
2010,31,3171907,Virgolândia,0.5
2010,31,3172004,Visconde do Rio Branco,0.42
2010,31,3172103,Volta Grande,0.48
2010,31,3172202,Wenceslau Braz,0.33
2010,32,3200102,AFONSO CLÁUDIO,0.46
2010,32,3200136,ÁGUIA BRANCA,0.5
2010,32,3200169,ÁGUA DOCE DO NORTE,0.42
2010,32,3200201,ALEGRE,0.5
2010,32,3200300,ALFREDO CHAVES,0.41
2010,32,3200359,ALTO RIO NOVO,0.5
2010,32,3200409,ANCHIETA,0.38
2010,32,3200508,APIACÁ,0.5
2010,32,3200607,ARACRUZ,0.44
2010,32,3200706,ATILIO VIVACQUA,0.35
2010,32,3200805,BAIXO GUANDU,0.41
2010,32,3200904,BARRA DE SÃO FRANCISCO,0.47
2010,32,3201001,BOA ESPERANÇA,0.36
2010,32,3201100,BOM JESUS DO NORTE,0.4
2010,32,3201159,BREJETUBA,0.42
2010,32,3201209,CACHOEIRO DE ITAPEMIRIM,0.48
2010,32,3201308,CARIACICA,0.35
2010,32,3201407,CASTELO,0.36
2010,32,3201506,COLATINA,0.46
2010,32,3201605,CONCEIÇÃO DA BARRA,0.46
2010,32,3201704,CONCEIÇÃO DO CASTELO,0.45
2010,32,3201803,DIVINO DE SÃO LOURENÇO,0.5
2010,32,3201902,DOMINGOS MARTINS,0.42
2010,32,3202009,DORES DO RIO PRETO,0.4
2010,32,3202108,ECOPORANGA,0.44
2010,32,3202207,FUNDÃO,0.43
2010,32,3202256,GOVERNADOR LINDENBERG,0.35
2010,32,3202306,GUAÇUÍ,0.47
2010,32,3202405,GUARAPARI,0.59
2010,32,3202454,IBATIBA,0.38
2010,32,3202504,IBIRAÇU,0.57
2010,32,3202553,IBITIRAMA,0.4
2010,32,3202603,ICONHA,0.36
2010,32,3202652,IRUPI,0.46
2010,32,3202702,ITAGUAÇU,0.33
2010,32,3202801,ITAPEMIRIM,0.35
2010,32,3202900,ITARANA,0.39
2010,32,3203007,IÚNA,0.41
2010,32,3203056,JAGUARÉ,0.57
2010,32,3203106,JERÔNIMO MONTEIRO,0.52
2010,32,3203130,JOÃO NEIVA,0.51
2010,32,3203163,LARANJA DA TERRA,0.42
2010,32,3203205,LINHARES,0.49
2010,32,3203304,MANTENÓPOLIS,0.51
2010,32,3203320,MARATAÍZES,0.47
2010,32,3203346,MARECHAL FLORIANO,0.42
2010,32,3203353,MARILÂNDIA,0.26
2010,32,3203403,MIMOSO DO SUL,0.42
2010,32,3203502,MONTANHA,0.49
2010,32,3203601,MUCURICI,0.42
2010,32,3203700,MUNIZ FREIRE,0.5
2010,32,3203809,MUQUI,0.48
2010,32,3203908,NOVA VENÉCIA,0.41
2010,32,3204005,PANCAS,0.43
2010,32,3204054,PEDRO CANÁRIO,0.39
2010,32,3204104,PINHEIROS,0.43
2010,32,3204203,PIÚMA,0.44
2010,32,3204252,PONTO BELO,0.48
2010,32,3204302,PRESIDENTE KENNEDY,0.42
2010,32,3204351,RIO BANANAL,0.46
2010,32,3204401,RIO NOVO DO SUL,0.39
2010,32,3204500,SANTA LEOPOLDINA,0.51
2010,32,3204559,SANTA MARIA DE JETIBÁ,0.42
2010,32,3204609,SANTA TERESA,0.4
2010,32,3204658,SÃO DOMINGOS DO NORTE,0.43
2010,32,3204708,SÃO GABRIEL DA PALHA,0.66
2010,32,3204807,SÃO JOSÉ DO CALÇADO,0.47
2010,32,3204906,SÃO MATEUS,0.59
2010,32,3204955,SÃO ROQUE DO CANAÃ,0.33
2010,32,3205002,SERRA,0.39
2010,32,3205010,SOORETAMA,0.44
2010,32,3205036,VARGEM ALTA,0.36
2010,32,3205069,VENDA NOVA DO IMIGRANTE,0.49
2010,32,3205101,VIANA,0.31
2010,32,3205150,VILA PAVÃO,0.42
2010,32,3205176,VILA VALÉRIO,0.45
2010,32,3205200,VILA VELHA,0.56
2010,32,3205309,VITÓRIA,0.69
2010,33,3300100,ANGRA DOS REIS,0.45
2010,33,3300159,APERIBÉ,0.33
2010,33,3300209,ARARUAMA,0.52
2010,33,3300225,AREAL,0.41
2010,33,3300233,ARMAÇÃO DOS BÚZIOS,0.44
2010,33,3300258,ARRAIAL DO CABO,0.39
2010,33,3300308,BARRA DO PIRAÍ,0.47
2010,33,3300407,BARRA MANSA,0.4
2010,33,3300456,BELFORD ROXO,0.33
2010,33,3300506,BOM JARDIM,0.4
2010,33,3300605,BOM JESUS DO ITABAPOANA,0.57
2010,33,3300704,CABO FRIO,0.54
2010,33,3300803,CACHOEIRAS DE MACACU,0.44
2010,33,3300902,CAMBUCI,0.39
2010,33,3300936,CARAPEBUS,0.3
2010,33,3300951,COMENDADOR LEVY GASPARIAN,0.34
2010,33,3301009,CAMPOS DOS GOYTACAZES,0.55
2010,33,3301108,CANTAGALO,0.42
2010,33,3301157,CARDOSO MOREIRA,0.35
2010,33,3301207,CARMO,0.4
2010,33,3301306,CASIMIRO DE ABREU,0.41
2010,33,3301405,CONCEIÇÃO DE MACABU,0.43
2010,33,3301504,CORDEIRO,0.4
2010,33,3301603,DUAS BARRAS,0.34
2010,33,3301702,DUQUE DE CAXIAS,0.38
2010,33,3301801,ENGENHEIRO PAULO DE FRONTIN,0.36
2010,33,3301850,GUAPIMIRIM,0.46
2010,33,3301876,IGUABA GRANDE,0.57
2010,33,3301900,ITABORAÍ,0.42
2010,33,3302007,ITAGUAÍ,0.41
2010,33,3302056,ITALVA,0.39
2010,33,3302106,ITAOCARA,0.42
2010,33,3302205,ITAPERUNA,0.39
2010,33,3302254,ITATIAIA,0.46
2010,33,3302270,JAPERI,0.32
2010,33,3302304,LAJE DO MURIAÉ,0.38
2010,33,3302403,MACAÉ,0.56
2010,33,3302452,MACUCO,0.48
2010,33,3302502,MAGÉ,0.44
2010,33,3302601,MANGARATIBA,0.46
2010,33,3302700,MARICÁ,0.43
2010,33,3302809,MENDES,0.41
2010,33,3302858,MESQUITA,0.39
2010,33,3302908,MIGUEL PEREIRA,0.55
2010,33,3303005,MIRACEMA,0.45
2010,33,3303104,NATIVIDADE,0.47
2010,33,3303203,NILÓPOLIS,0.37
2010,33,3303302,NITERÓI,0.67
2010,33,3303401,NOVA FRIBURGO,0.45
2010,33,3303500,NOVA IGUAÇU,0.41
2010,33,3303609,PARACAMBI,0.37
2010,33,3303708,PARAÍBA DO SUL,0.44
2010,33,3303807,PARATY,0.49
2010,33,3303856,PATY DO ALFERES,0.56
2010,33,3303906,PETRÓPOLIS,0.54
2010,33,3303955,PINHEIRAL,0.47
2010,33,3304003,PIRAÍ,0.46
2010,33,3304102,PORCIÚNCULA,0.58
2010,33,3304110,PORTO REAL,0.3
2010,33,3304128,QUATIS,0.3
2010,33,3304144,QUEIMADOS,0.34
2010,33,3304151,QUISSAMÃ,0.51
2010,33,3304201,RESENDE,0.47
2010,33,3304300,RIO BONITO,0.4
2010,33,3304409,RIO CLARO,0.45
2010,33,3304508,RIO DAS FLORES,0.38
2010,33,3304524,RIO DAS OSTRAS,0.5
2010,33,3304557,RIO DE JANEIRO,0.72
2010,33,3304607,SANTA MARIA MADALENA,0.41
2010,33,3304706,SANTO ANTÔNIO DE PÁDUA,0.46
2010,33,3304755,SÃO FRANCISCO DE ITABAPOANA,0.43
2010,33,3304805,SÃO FIDÉLIS,0.38
2010,33,3304904,SÃO GONÇALO,0.33
2010,33,3305000,SÃO JOÃO DA BARRA,0.41
2010,33,3305109,SÃO JOÃO DE MERITI,0.34
2010,33,3305133,SÃO JOSÉ DE UBÁ,0.39
2010,33,3305158,SÃO JOSÉ DO VALE DO RIO PRETO,0.4
2010,33,3305208,SÃO PEDRO DA ALDEIA,0.46
2010,33,3305307,SÃO SEBASTIÃO DO ALTO,0.29
2010,33,3305406,SAPUCAIA,0.42
2010,33,3305505,SAQUAREMA,0.47
2010,33,3305554,SEROPÉDICA,0.4
2010,33,3305604,SILVA JARDIM,0.44
2010,33,3305703,SUMIDOURO,0.39
2010,33,3305752,TANGUÁ,0.33
2010,33,3305802,TERESÓPOLIS,0.54
2010,33,3305901,TRAJANO DE MORAES,0.47
2010,33,3306008,TRÊS RIOS,0.48
2010,33,3306107,VALENÇA,0.47
2010,33,3306156,VARRE-SAI,0.34
2010,33,3306206,VASSOURAS,0.48
2010,33,3306305,VOLTA REDONDA,0.46
2010,35,3500105,ADAMANTINA,0.45
2010,35,3500204,ADOLFO,0.27
2010,35,3500303,AGUAÍ,0.39
2010,35,3500402,ÁGUAS DA PRATA,0.49
2010,35,3500501,ÁGUAS DE LINDÓIA,0.32
2010,35,3500550,ÁGUAS DE SANTA BÁRBARA,0.41
2010,35,3500600,ÁGUAS DE SÃO PEDRO,0.52
2010,35,3500709,AGUDOS,0.31
2010,35,3500758,ALAMBARI,0.33
2010,35,3500808,ALFREDO MARCONDES,0.22
2010,35,3500907,ALTAIR,0.3
2010,35,3501004,ALTINÓPOLIS,0.34
2010,35,3501103,ALTO ALEGRE,0.21
2010,35,3501152,ALUMÍNIO,0.32
2010,35,3501202,ÁLVARES FLORENCE,0.3
2010,35,3501301,ÁLVARES MACHADO,0.38
2010,35,3501400,ÁLVARO DE CARVALHO,0.26
2010,35,3501509,ALVINLÂNDIA,0.5
2010,35,3501608,AMERICANA,0.38
2010,35,3501707,AMÉRICO BRASILIENSE,0.27
2010,35,3501806,AMÉRICO DE CAMPOS,0.32
2010,35,3501905,AMPARO,0.44
2010,35,3502002,ANALÂNDIA,0.51
2010,35,3502101,ANDRADINA,0.47
2010,35,3502200,ANGATUBA,0.34
2010,35,3502309,ANHEMBI,0.3
2010,35,3502408,ANHUMAS,0.31
2010,35,3502507,APARECIDA,0.37
2010,35,3502606,APARECIDA D'OESTE,0.41
2010,35,3502705,APIAÍ,0.56
2010,35,3502754,ARAÇARIGUAMA,0.37
2010,35,3502804,ARAÇATUBA,0.48
2010,35,3502903,ARAÇOIABA DA SERRA,0.47
2010,35,3503000,ARAMINA,0.31
2010,35,3503109,ARANDU,0.26
2010,35,3503158,ARAPEÍ,0.27
2010,35,3503208,ARARAQUARA,0.43
2010,35,3503307,ARARAS,0.39
2010,35,3503356,ARCO-ÍRIS,0.3
2010,35,3503406,AREALVA,0.35
2010,35,3503505,AREIAS,0.35
2010,35,3503604,AREIÓPOLIS,0.22
2010,35,3503703,ARIRANHA,0.28
2010,35,3503802,ARTUR NOGUEIRA,0.37
2010,35,3503901,ARUJÁ,0.56
2010,35,3503950,ASPÁSIA,0.36
2010,35,3504008,ASSIS,0.43
2010,35,3504107,ATIBAIA,0.5
2010,35,3504206,AURIFLAMA,0.38
2010,35,3504305,AVAÍ,0.4
2010,35,3504404,AVANHANDAVA,0.31
2010,35,3504503,AVARÉ,0.4
2010,35,3504602,BADY BASSITT,0.22
2010,35,3504701,BALBINOS,0.26
2010,35,3504800,BÁLSAMO,0.34
2010,35,3504909,BANANAL,0.45
2010,35,3505005,BARÃO DE ANTONINA,0.4
2010,35,3505104,BARBOSA,0.28
2010,35,3505203,BARIRI,0.31
2010,35,3505302,BARRA BONITA,0.35
2010,35,3505351,BARRA DO CHAPÉU,0.53
2010,35,3505401,BARRA DO TURVO,0.45
2010,35,3505500,BARRETOS,0.41
2010,35,3505609,BARRINHA,0.28
2010,35,3505708,BARUERI,0.67
2010,35,3505807,BASTOS,0.29
2010,35,3505906,BATATAIS,0.45
2010,35,3506003,BAURU,0.55
2010,35,3506102,BEBEDOURO,0.45
2010,35,3506201,BENTO DE ABREU,0.25
2010,35,3506300,BERNARDINO DE CAMPOS,0.35
2010,35,3506359,BERTIOGA,0.41
2010,35,3506409,BILAC,0.31
2010,35,3506508,BIRIGUI,0.31
2010,35,3506607,BIRITIBA-MIRIM,0.5
2010,35,3506706,BOA ESPERANÇA DO SUL,0.34
2010,35,3506805,BOCAINA,0.3
2010,35,3506904,BOFETE,0.37
2010,35,3507001,BOITUVA,0.43
2010,35,3507100,BOM JESUS DOS PERDÕES,0.31
2010,35,3507159,BOM SUCESSO DE ITARARÉ,0.35
2010,35,3507209,BORÁ,0.3
2010,35,3507308,BORACÉIA,0.25
2010,35,3507407,BORBOREMA,0.31
2010,35,3507456,BOREBI,0.27
2010,35,3507506,BOTUCATU,0.52
2010,35,3507605,BRAGANÇA PAULISTA,0.46
2010,35,3507704,BRAÚNA,0.32
2010,35,3507753,BREJO ALEGRE,0.28
2010,35,3507803,BRODOWSKI,0.33
2010,35,3507902,BROTAS,0.3
2010,35,3508009,BURI,0.45
2010,35,3508108,BURITAMA,0.35
2010,35,3508207,BURITIZAL,0.38
2010,35,3508306,CABRÁLIA PAULISTA,0.27
2010,35,3508405,CABREÚVA,0.3
2010,35,3508504,CAÇAPAVA,0.44
2010,35,3508603,CACHOEIRA PAULISTA,0.48
2010,35,3508702,CACONDE,0.43
2010,35,3508801,CAFELÂNDIA,0.37
2010,35,3508900,CAIABU,0.26
2010,35,3509007,CAIEIRAS,0.39
2010,35,3509106,CAIUÁ,0.37
2010,35,3509205,CAJAMAR,0.36
2010,35,3509254,CAJATI,0.41
2010,35,3509304,CAJOBI,0.29
2010,35,3509403,CAJURU,0.28
2010,35,3509452,CAMPINA DO MONTE ALEGRE,0.49
2010,35,3509502,CAMPINAS,0.56
2010,35,3509601,CAMPO LIMPO PAULISTA,0.32
2010,35,3509700,CAMPOS DO JORDÃO,0.65
2010,35,3509809,CAMPOS NOVOS PAULISTA,0.31
2010,35,3509908,CANANÉIA,0.42
2010,35,3509957,CANAS,0.32
2010,35,3510005,CÂNDIDO MOTA,0.3
2010,35,3510104,CÂNDIDO RODRIGUES,0.42
2010,35,3510153,CANITAR,0.27
2010,35,3510203,CAPÃO BONITO,0.45
2010,35,3510302,CAPELA DO ALTO,0.28
2010,35,3510401,CAPIVARI,0.37
2010,35,3510500,CARAGUATATUBA,0.45
2010,35,3510609,CARAPICUÍBA,0.38
2010,35,3510708,CARDOSO,0.32
2010,35,3510807,CASA BRANCA,0.42
2010,35,3510906,CÁSSIA DOS COQUEIROS,0.31
2010,35,3511003,CASTILHO,0.41
2010,35,3511102,CATANDUVA,0.36
2010,35,3511201,CATIGUÁ,0.31
2010,35,3511300,CEDRAL,0.3
2010,35,3511409,CERQUEIRA CÉSAR,0.32
2010,35,3511508,CERQUILHO,0.3
2010,35,3511607,CESÁRIO LANGE,0.33
2010,35,3511706,CHARQUEADA,0.28
2010,35,3511904,CLEMENTINA,0.24
2010,35,3512001,COLINA,0.36
2010,35,3512100,COLÔMBIA,0.29
2010,35,3512209,CONCHAL,0.34
2010,35,3512308,CONCHAS,0.41
2010,35,3512407,CORDEIRÓPOLIS,0.34
2010,35,3512506,COROADOS,0.26
2010,35,3512605,CORONEL MACEDO,0.36
2010,35,3512704,CORUMBATAÍ,0.4
2010,35,3512803,COSMÓPOLIS,0.32
2010,35,3512902,COSMORAMA,0.29
2010,35,3513009,COTIA,0.58
2010,35,3513108,CRAVINHOS,0.32
2010,35,3513207,CRISTAIS PAULISTA,0.4
2010,35,3513306,CRUZÁLIA,0.34
2010,35,3513405,CRUZEIRO,0.52
2010,35,3513504,CUBATÃO,0.37
2010,35,3513603,CUNHA,0.51
